authors,title,year,volume,issue,start_page,end_page,citations,q75_citations,prop_rank,omit,statistical,individual,population,community,ecosystem,spatial,validation_selection,tools_practices
"Reed, G; Klugh, AB",Correlation between hydrogen ion concentration and biota of granite and limestone pools,1924,5,3,272,275,7,12.75,0.6666666666666666,keep,no,NA,NA,NA,NA,NA,NA,NA
"Heimburger, HV",Reactions of earthworms to temperature and atmospheric humidity,1924,5,3,276,282,5,12.75,0.5833333333333334,keep,no,NA,NA,NA,NA,NA,NA,NA
"Murphy, HE","Preliminary quantitative study of marine zooplankton at la jolla, california",1924,5,3,283,286,1,12.75,0.3333333333333333,keep,no,NA,NA,NA,NA,NA,NA,NA
"Harshberger, JW",The third international phytogeographic excursion,1924,5,3,287,289,0,12.75,0.15,omit,no,NA,NA,NA,NA,NA,NA,NA
"Hall, AR","The effect of oxygen and carbon dioxide on the development of eggs of the toad, bufo americanus",1924,5,3,290,297,4,12.75,0.525,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moore, B",Physiological requirements of rocky mountain trees,1924,5,3,298,302,1,12.75,0.3333333333333333,omit,no,NA,NA,NA,NA,NA,NA,NA
"Okkelberg, P",Intracellular symbiosis in animals and plants,1924,5,3,302,304,0,12.75,0.15,omit,no,NA,NA,NA,NA,NA,NA,NA
"Weaver, JE",Western yellow pine mistletoe,1924,5,3,304,305,0,12.75,0.15,omit,no,NA,NA,NA,NA,NA,NA,NA
"Wissler, C",The relation of nature to man as illustrated by the north american indian,1924,5,4,311,318,3,12.75,0.4583333333333333,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cannon, WA",A note on the relation of root growth in the soil to the oxygen supply the growth ratio,1924,5,4,319,321,3,12.75,0.4583333333333333,omit,no,NA,NA,NA,NA,NA,NA,NA
"Fred, EB; Wilson, FC; Davenport, A",The distribution and significance of bacteria in lake mendota,1924,5,4,322,339,23,12.75,0.8333333333333334,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pearson, GA",Studies in transpiration of coniferous tree seedlings,1924,5,4,340,347,16,12.75,0.7666666666666667,keep,no,NA,NA,NA,NA,NA,NA,NA
"Riddle, O",On the necessary gaseous environment of the bird embryo,1924,5,4,348,362,21,12.75,0.8166666666666667,keep,no,NA,NA,NA,NA,NA,NA,NA
"Uphof, JCT",Ecological observations on plants of the marshes and swamps of central cuba,1924,5,4,363,371,0,12.75,0.15,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hubbs, CL; Creaser, CW",On the growth of young suckers and the propagation of trout,1924,5,4,372,378,1,12.75,0.3333333333333333,keep,no,NA,NA,NA,NA,NA,NA,NA
"Conard, HS",Second survey of the vegetation of a long island salt marsh,1924,5,4,379,388,6,12.75,0.6333333333333333,keep,no,NA,NA,NA,NA,NA,NA,NA
"Allen, WE",Observations on surface distribution of marine diatoms of lower california in 1922,1924,5,4,389,392,4,12.75,0.525,keep,no,NA,NA,NA,NA,NA,NA,NA
"Robertson, C",Phenology of entomophilous flowers,1924,5,4,393,407,32,12.75,0.925,keep,no,NA,NA,NA,NA,NA,NA,NA
"Thone, F",Rainproofing valves for atmometers - a resume,1924,5,4,408,414,5,12.75,0.5833333333333334,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cook, WC",Desert animals,1924,5,4,415,416,0,12.75,0.15,omit,no,NA,NA,NA,NA,NA,NA,NA
"Baker, FC",Bottom and shore fauna in relation to fisheries,1924,5,4,416,418,0,12.75,0.15,omit,no,NA,NA,NA,NA,NA,NA,NA
"Abrams, L",The origin and geographical affinities of the flora of california,1925,6,1,1,6,4,14.75,0.54,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pearse, AS",The chemical composition of certain fresh-water fishes,1925,6,1,7,16,8,14.75,0.64,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pessin, LJ",An ecological study of the polypody fern polypodium polypodioides as an epiphyte in mississippi,1925,6,1,17,NA,19,14.75,0.83,keep,no,NA,NA,NA,NA,NA,NA,NA
"Barber, GW","A study of the cause of the decrease in the infestation of the european corn borer (pyrausta nubilalis, hubn) in the new england area during 1923",1925,6,1,39,47,3,14.75,0.48,keep,no,NA,NA,NA,NA,NA,NA,NA
"Korstian, CF",Some ecological effects of shading coniferous nursery stock,1925,6,1,48,51,10,14.75,0.68,keep,no,NA,NA,NA,NA,NA,NA,NA
"Coker, RE","Observations of hydrogen-ion concentration and of fishes in waters tributary to the catawba river, north carolina (with supplemental observations in some waters of cape cod, massachusetts)",1925,6,1,52,65,12,14.75,0.7,keep,no,NA,NA,NA,NA,NA,NA,NA
"Gleason, HA",Species and area,1925,6,1,66,74,99,14.75,1,keep,no,NA,NA,NA,NA,NA,NA,NA
"Shaw, WT",Duration of the aestivation and hibernation of the columbian ground squirrel (citellus columbianus) and sex relation to the same,1925,6,1,75,81,15,14.75,0.77,keep,no,NA,NA,NA,NA,NA,NA,NA
"Klugh, AB",The measurement of light in plant ecology,1925,6,1,82,84,1,14.75,0.35,omit,no,NA,NA,NA,NA,NA,NA,NA
"Brooks, CF",Climatic laws,1925,6,1,84,85,1,14.75,0.35,omit,no,NA,NA,NA,NA,NA,NA,NA
"Sampson, AW",Development and activities of roots of crop plants,1925,6,1,85,86,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Chapman, RN; Harris, JA",Ecology at the first pan pacific food conservation congress,1925,6,1,91,92,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Shreve, F",Ecological aspects of the deserts of california,1925,6,2,93,103,15,14.75,0.77,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hall, AR",Effects of oxygen and carbon dioxide on the development of the whitefish,1925,6,2,104,116,9,14.75,0.66,keep,no,NA,NA,NA,NA,NA,NA,NA
"Visher, SS",Tropical cyclones from an ecological viewpoint,1925,6,2,117,122,3,14.75,0.48,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dodds, GS; Hisaw, FL",Ecological studies on aquatic insects iii adaptations of caddisfly larvae to swift streams,1925,6,2,123,137,27,14.75,0.88,keep,no,NA,NA,NA,NA,NA,NA,NA
"Gates, FC; Swell, MC",Tillage and weeds,1925,6,2,138,NA,0,14.75,0.16,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kelly, AP",Soil water of the new jersey coast,1925,6,2,143,149,5,14.75,0.59,keep,no,NA,NA,NA,NA,NA,NA,NA
"Woodard, J","Factors influencing the distribution of tree vegetation in champaign county, illinois",1925,6,2,150,156,0,14.75,0.16,keep,no,NA,NA,NA,NA,NA,NA,NA
"Shaw, WT",The seasonal differences of north and south slopes in controlling the activities of the columbian ground squirrel,1925,6,2,157,162,18,14.75,0.8,keep,no,NA,NA,NA,NA,NA,NA,NA
"Campbell, EG","Plant relations in brazos county, texas, with special reference to eastern and western types",1925,6,2,163,170,0,14.75,0.16,keep,no,NA,NA,NA,NA,NA,NA,NA
"Toumey, JW; Stickel, PW",New device for taking maximum and minimum soil temperatures in forest investigations,1925,6,2,171,178,4,14.75,0.54,keep,no,NA,NA,NA,NA,NA,NA,NA
"Klugh, AB",Flower-visiting insects and the reflection of ultraviolet by flowers,1925,6,2,179,181,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Sampson, AW",Effect of grazing on native vegetation,1925,6,2,181,183,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Miller, EC",Root behavior under irrigation,1925,6,2,183,184,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Cooper, WS; Adams, CC; Griggs, RF; Moore, B","Glacier bay, alaska, proclaimed a national monument by the president",1925,6,2,197,197,2,14.75,0.42,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hoxmark, G",The international olympic games as an index to the influence of climate on human energy,1925,6,3,199,202,3,14.75,0.48,keep,no,NA,NA,NA,NA,NA,NA,NA
"Klugh, AB",Ecological photometry and a new instrument for measuring light,1925,6,3,203,237,14,14.75,0.74,keep,no,NA,NA,NA,NA,NA,NA,NA
"Belyea, HC",Wind and exposure as limiting factors in the establishment of forest plantations,1925,6,3,238,240,0,14.75,0.16,keep,no,NA,NA,NA,NA,NA,NA,NA
"Shapovalov, M",Ecological aspects of a pathological problem - (western yellow blight of tomatoes),1925,6,3,241,259,2,14.75,0.42,keep,no,NA,NA,NA,NA,NA,NA,NA
"Riggs, GB",Some sphagnum bogs of the north pacific coast of america,1925,6,3,260,NA,21,14.75,0.86,keep,no,NA,NA,NA,NA,NA,NA,NA
"Shelford, VE",The hydrogen ion concentration of certain western american inland waters,1925,6,3,279,287,5,14.75,0.59,keep,no,NA,NA,NA,NA,NA,NA,NA
"McAtee, WL","Notes on drift, vegetable balls, and aquatic insects as a food product of inland waters",1925,6,3,288,302,19,14.75,0.83,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wilson, OT",Some experimental observations of marine algal successions,1925,6,3,303,311,34,14.75,0.9,keep,no,NA,NA,NA,NA,NA,NA,NA
"Adams, CC",The animals of the yosemite and a sierra survey,1925,6,3,312,315,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Korstian, CF",Insolation and natural regeneration of conifers in new england,1925,6,3,315,316,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Moore, B",Sap density and habitat,1925,6,3,316,318,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Green, CV",A remarkable natural culture of paramecium caudatum,1925,6,3,323,323,1,14.75,0.35,keep,no,NA,NA,NA,NA,NA,NA,NA
"McDougail, E",The moisture belts of north america,1925,6,4,325,332,4,14.75,0.54,keep,no,NA,NA,NA,NA,NA,NA,NA
"Iljin, WS",Synthesis of starch in plants in the presence of calcium and sodium salts,1925,6,4,333,351,0,14.75,0.16,keep,no,NA,NA,NA,NA,NA,NA,NA
"Sumner, FB",Some biological problems of our southwestern deserts,1925,6,4,352,371,13,14.75,0.72,keep,no,NA,NA,NA,NA,NA,NA,NA
"McDougall, WB","Forests and soils of vermillion county, illinois, with special reference to the striplands",1925,6,4,372,379,6,14.75,0.62,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dodds, GS","Ecological studies on aquatic insects iv altitudinal range and zonation of mayflies, stoneflies and caddisflies in the colorado rockies",1925,6,4,380,390,35,14.75,0.92,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lawrence, JV; Harris, LA",A practical method for the determination of the chloride content of plant tissue fluids,1925,6,4,391,396,2,14.75,0.42,keep,no,NA,NA,NA,NA,NA,NA,NA
"Graham, SA",The felled tree trunk as an ecological unit,1925,6,4,397,411,87,14.75,0.98,keep,no,NA,NA,NA,NA,NA,NA,NA
"Robertson, C",Heterotropic bees,1925,6,4,412,436,86,14.75,0.96,keep,no,NA,NA,NA,NA,NA,NA,NA
"Noland, LE",Factors influencing the distribution of fresh water ciliates,1925,6,4,437,452,66,14.75,0.94,keep,no,NA,NA,NA,NA,NA,NA,NA
"Taylor, G",The character of races,1925,6,4,453,457,1,14.75,0.35,omit,no,NA,NA,NA,NA,NA,NA,NA
"Drinker, P","Civilizaiion and climate, third edition",1925,6,4,457,458,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Parker, JR",Grasshopper migrations and modifications,1925,6,4,458,459,0,14.75,0.16,omit,no,NA,NA,NA,NA,NA,NA,NA
"Cooper, WS","Vegetational development upon alluvial fans in the vicinity of palo alto, california",1926,7,1,1,30,30,11,0.9607843137254902,keep,no,NA,NA,NA,NA,NA,NA,NA
"Townsend, CHT",On the environment of the teffe district in amazonas,1926,7,1,31,36,0,11,0.11764705882352941,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cook, WC",Some weather relations of the pale western cutworm (porosagrotis orthogonia morr) - a preliminary study,1926,7,1,37,47,11,11,0.7450980392156863,keep,no,NA,NA,NA,NA,NA,NA,NA
"Harper, RM",The cedar glades of middle tennessee,1926,7,1,48,NA,22,11,0.8823529411764706,keep,no,NA,NA,NA,NA,NA,NA,NA
"Batchelder, CH",An ecological study of a brackish-water stream,1926,7,1,55,71,2,11,0.4411764705882353,keep,no,NA,NA,NA,NA,NA,NA,NA
"Allan, HH",A remarkable new zealand scrub association,1926,7,1,72,76,1,11,0.30392156862745096,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wright, AH",The vertebrate life of okefinokee swamp in relation to the atlantic coastal plain,1926,7,1,77,95,4,11,0.5490196078431373,keep,no,NA,NA,NA,NA,NA,NA,NA
"Gates, FC",Pines in the prairie,1926,7,1,96,98,0,11,0.11764705882352941,keep,no,NA,NA,NA,NA,NA,NA,NA
"Payne, NM",The effect of environmental temperatures upon insect freezing points,1926,7,1,99,106,26,11,0.9411764705882353,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cooper, WS",Forest fire as an ecological factor,1926,7,1,107,108,1,11,0.30392156862745096,omit,no,NA,NA,NA,NA,NA,NA,NA
"Nichols, GE",Experimental vegetation,1926,7,1,109,111,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Taylor, N",Plant life on east anglian heaths,1926,7,1,111,111,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Pearse, AS",The ecology of parasites,1926,7,2,113,119,2,11,0.4411764705882353,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dachnowski, AP",Profiles of peat deposits in new england,1926,7,2,120,135,10,11,0.6862745098039216,keep,no,NA,NA,NA,NA,NA,NA,NA
"Shaw, WT",A short season and its effect upon the preparation for reproduction by the columbian ground squirrel,1926,7,2,136,139,10,11,0.6862745098039216,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wherry, ET","Nitrogen as a factor in plant distribution on mt desert island, maine",1926,7,2,140,142,2,11,0.4411764705882353,keep,no,NA,NA,NA,NA,NA,NA,NA
"Barber, GW",Some factors responsible for the decrease of the european corn borer in new england during 1923 and 1924,1926,7,2,143,162,11,11,0.7450980392156863,keep,no,NA,NA,NA,NA,NA,NA,NA
"Geisler, S",Soil reactions in relation to plant successions in the cincinnati region,1926,7,2,163,184,4,11,0.5490196078431373,keep,no,NA,NA,NA,NA,NA,NA,NA
"Calvert, PP",Relations of a late autumnal dragonfly (odonata) to temperature,1926,7,2,185,190,4,11,0.5490196078431373,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moore, B",Influence of certain soil and light conditions on the establishment of reproduction in northeastern conifers,1926,7,2,191,220,16,11,0.8333333333333334,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dill, DB",A comparative study of the chemical composition of the sardine (sardinea c ae rulea) from california and british columbia,1926,7,2,221,228,1,11,0.30392156862745096,keep,no,NA,NA,NA,NA,NA,NA,NA
"Baker, FC",Changes in the bottom fauna of the illinois river due to pollutional causes,1926,7,2,229,230,2,11,0.4411764705882353,omit,no,NA,NA,NA,NA,NA,NA,NA
"Wherry, ET",Relations between soil properties and forest growth,1926,7,2,231,232,1,11,0.30392156862745096,omit,no,NA,NA,NA,NA,NA,NA,NA
"Moore, B",The new england-acadian shoreline,1926,7,2,232,234,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Miller, RC",Ecological relations of marine wood-boring organisms in san francisco bay,1926,7,3,247,254,20,11,0.8627450980392157,keep,no,NA,NA,NA,NA,NA,NA,NA
"Waterman, WG",Ecological problems from the sphagnum bogs of illinois,1926,7,3,255,272,16,11,0.8333333333333334,keep,no,NA,NA,NA,NA,NA,NA,NA
"Allee, WC",Measurement of environmental factors in the tropical rain-forest of panama,1926,7,3,273,302,84,11,1,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wherry, ET; Buchanan, R",Composition of the ash of spanish-moss,1926,7,3,303,306,13,11,0.7843137254901961,keep,no,NA,NA,NA,NA,NA,NA,NA
"Viosca, P",Distributional problems of the cold-blooded vertebrates of the gulf coastal plain,1926,7,3,307,314,2,11,0.4411764705882353,keep,no,NA,NA,NA,NA,NA,NA,NA
"Schaffner, JH",The change of opposite to alternate phyllotaxy and repeated rejuvenations in hemp by means of changed photoperiodicity,1926,7,3,315,325,11,11,0.7450980392156863,keep,no,NA,NA,NA,NA,NA,NA,NA
"Townsend, CHT",Methods of environment work for indicating insect-control measures,1926,7,3,326,337,1,11,0.30392156862745096,keep,no,NA,NA,NA,NA,NA,NA,NA
"Phillips, J","Biology of the flowers, fruits and young regeneration of olinia cymosa thunb ( hard pear )",1926,7,3,338,350,7,11,0.6274509803921569,keep,no,NA,NA,NA,NA,NA,NA,NA
"Barney, RL","The distribution of the fresh-water sheepshead, aplodinotus grunniens rafinesque, in respect to the glacial history of north america",1926,7,3,351,364,15,11,0.803921569,keep,no,NA,NA,NA,NA,NA,NA,NA
"Robinson, W",An electric method of determining the moisture content of living tissue,1926,7,3,365,370,3,11,0.5098039215686274,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pftersen, W",Seasonal succession of animals in a chara-catrail pond,1926,7,3,371,377,1,11,0.30392156862745096,keep,no,NA,NA,NA,NA,NA,NA,NA
"Robertson, C",Revised list of oligolectic bees,1926,7,3,378,380,10,11,0.6862745098039216,keep,no,NA,NA,NA,NA,NA,NA,NA
"Adams, CC",Ecology of the peruvian bird islands,1926,7,3,381,382,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Baldwin, HI",Northern limits of scotch pine,1926,7,3,383,384,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Cook, WC",Climatic conditions in the egyptian desert,1926,7,3,384,385,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Kelley, AP",Soil reaction in relation to alpine plants,1926,7,3,385,388,1,11,0.30392156862745096,omit,no,NA,NA,NA,NA,NA,NA,NA
"Copper, WS",The fundamentals of vegetational change,1926,7,4,391,413,6,11,0.5980392156862745,keep,no,NA,NA,NA,NA,NA,NA,NA
"Allen, WE",Comment on relative significance of factors in a natural environment as viewed by a student of marine plankton,1926,7,4,414,415,1,11,0.30392156862745096,keep,no,NA,NA,NA,NA,NA,NA,NA
"Chapman, RN; Mickel, CE; Parker, JR; Miller, GE; Kelly, EG",Studies in the ecology of sand dune insects,1926,7,4,416,426,23,11,0.9117647058823529,keep,no,NA,NA,NA,NA,NA,NA,NA
"Livingston, BE; Ohga, I","The summer march of soil moisture conditions as determined by porous porcelain soil points - a study of the water-supplying power of the soil of a lawn as related to rainfall, evaporation and sunshine, and to the conditions of the grass plants",1926,7,4,427,439,8,11,0.6470588235294118,keep,no,NA,NA,NA,NA,NA,NA,NA
"Townsend, CHT",Vertical life zones of northern peru with crop correlations,1926,7,4,440,444,0,11,0.11764705882352941,keep,no,NA,NA,NA,NA,NA,NA,NA
"Allee, WC",Distribution of animals in a tropical rain-forest with relation to environmental factors,1926,7,4,445,468,23,11,0.9117647058823529,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bates, CG",Some relations of plant ecology to silvicultural practice,1926,7,4,469,480,6,11,0.5980392156862745,keep,no,NA,NA,NA,NA,NA,NA,NA
"Skutch, AF",On the habits and ecology of the tube-buildin amphipod amphithoe rubricata montagu,1926,7,4,481,502,49,11,0.9803921568627451,keep,no,NA,NA,NA,NA,NA,NA,NA
"Jones, GT",Pearse's animal ecology,1926,7,4,503,504,2,11,0.4411764705882353,omit,no,NA,NA,NA,NA,NA,NA,NA
"Rigg, GB",The bogs of finland,1926,7,4,505,510,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Fernald, ML",Campbell's outline of plant geography,1926,7,4,510,516,0,11,0.11764705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Weaver, JE",Some ecological aspects of agriculture in the prairie,1927,8,1,1,17,3,9,0.5220588235294118,keep,no,NA,NA,NA,NA,NA,NA,NA
"Howell, AB",On the faunal position of the pacific coast of the united states,1927,8,1,18,26,1,9,0.3088235294117647,keep,no,NA,NA,NA,NA,NA,NA,NA
"Shreve, F",The vegetation of a coastal mountain range,1927,8,1,27,44,30,9,0.9558823529411765,keep,no,NA,NA,NA,NA,NA,NA,NA
"Babcock, KW",The european corn borer pyrausta nubilalis hubn.: i. A discussion of its dormant period,1927,8,1,45,59,19,9,0.8970588235294118,keep,no,NA,NA,NA,NA,NA,NA,NA
"Allen, WE",Remarks on the need for life history studies of marine plankton animals,1927,8,1,60,62,0,9,0.125,omit,no,NA,NA,NA,NA,NA,NA,NA
"Kashkarov, D; Lein, L","The yellow ground squirrel of turkestan, cynomys fulvus oxianus thomas",1927,8,1,63,72,10,9,0.7867647058823529,keep,no,NA,NA,NA,NA,NA,NA,NA
"Philip, CB",Diurnal fluctuations in the hydrogen ion activity of a minnesota lake.,1927,8,1,73,89,13,9,0.8529411764705882,keep,no,NA,NA,NA,NA,NA,NA,NA
"Klugh, AB","Light penetration into the bay of fundy and into chamcook lake, new brunswick",1927,8,1,90,93,6,9,0.6544117647058824,keep,no,NA,NA,NA,NA,NA,NA,NA
"Whelan, DB",The winter fauna of the bunch-grasses in eastern kansas,1927,8,1,94,97,7,9,0.6838235294117647,keep,no,NA,NA,NA,NA,NA,NA,NA
"Creaser, CW; Brown, HW",The hydrogen-ion concentration of brook trout waters of northern lower michigan,1927,8,1,98,105,4,9,0.5882352941176471,keep,no,NA,NA,NA,NA,NA,NA,NA
"Denny, FE",Field method for determining the saltiness of brackish water,1927,8,1,106,112,2,9,0.4264705882352941,keep,no,NA,NA,NA,NA,NA,NA,NA
"Robertson, C",Flowers and insects. Xxiv,1927,8,1,113,132,3,9,0.5220588235294118,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wherry, ET",Two recent papers on soil reaction and plant distribution,1927,8,1,133,135,2,9,0.4264705882352941,omit,no,NA,NA,NA,NA,NA,NA,NA
"Moore, B",Cajander's theory of forest types,1927,8,1,135,137,1,9,0.3088235294117647,omit,no,NA,NA,NA,NA,NA,NA,NA
"Cook, WC",Quantitative animal ecology,1927,8,1,137,138,0,9,0.125,omit,no,NA,NA,NA,NA,NA,NA,NA
"Pearson, GA",The vegetation of northeastern arizona,1927,8,1,138,139,0,9,0.125,omit,no,NA,NA,NA,NA,NA,NA,NA
"Baldwin, HI",Time spruce reproduction problem in norway,1927,8,1,139,141,1,9,0.3088235294117647,omit,no,NA,NA,NA,NA,NA,NA,NA
